ID,NAME,SHIRT_NAME,GK  0,CWP  2,CBT  3,SB  4,DMF  5,WB  6,CMF  7,SMF  8,AMF  9,WF 10,SS  11,CF  12,REGISTERED POSITION,HEIGHT,STRONG FOOT,FAVOURED SIDE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,DRIBBLE STYLE,FREE KICK STYLE,PK STYLE,DROP KICK STYLE,AGE,WEIGHT,NATIONALITY,SKIN COLOR,FACE TYPE,PRESET FACE NUMBER,HEAD WIDTH,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,WRISTBAND,WRISTBAND COLOR,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER
2013,Clerc,C  L  E  R  C,0,0,0,1,0,0,0,1,0,0,0,0,4,186,R,R,5,5,75,82,99,99,84,82,99,71,71,74,76,74,80,74,66,78,68,69,69,74,78,75,73,71,50,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,77,France,1,2,7,-3,0,0,0,0,0,0,0,0,0,0,N,None,2,0,Lione,31
2014,Toulalan,TOULALAN,0,0,0,0,1,0,1,0,0,0,0,0,5,184,R,B,6,6,99,99,99,90,85,78,99,78,99,73,99,75,80,75,72,80,73,70,76,71,76,80,69,72,50,80,6,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,83,France,1,2,59,-3,0,0,0,0,0,0,0,0,0,0,N,None,8,0,Nantes,5
2015,Vercoutre,VERCOUTRE,1,0,0,0,0,0,0,0,0,0,0,0,0,185,R,B,4,4,34,84,80,60,69,70,83,72,40,50,46,48,55,67,37,78,39,40,35,46,82,45,60,68,84,60,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,2,26,78,France,1,2,166,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Montpellier,25
2016,Carrera,C A R R E R A,0,0,1,1,0,0,0,0,0,0,0,0,3,181,R,R,4,3,55,84,84,84,68,70,78,70,60,62,72,68,68,70,58,74,55,45,48,82,78,64,88,86,50,84,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,32,71,Italy,4,2,15,-3,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Atalanta,28
2017,Mexes,M  E  X  E  S,0,1,1,0,0,0,0,0,0,0,0,0,3,187,R,B,5,5,58,85,84,82,76,74,83,72,70,68,78,76,82,78,60,82,64,58,60,84,82,78,74,81,50,83,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,A,3,1,1,1,24,82,France,1,1,105,-2,0,0,0,0,0,0,0,0,0,0,R,White,25,0,Roma,28
2018,Ebondo,E B O N D O,0,0,1,1,0,1,0,0,0,0,0,0,4,183,R,R,4,5,68,68,82,80,89,81,76,84,71,78,69,65,68,74,55,80,58,75,80,72,80,72,73,62,50,68,4,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,A,1,1,1,1,22,70,France,4,0,1,3,0,0,0,0,0,0,0,0,0,0,L,Black,0,0,Siena,12
2019,Kantari,K A N T A R I,0,0,1,0,1,0,0,0,0,0,0,0,3,186,R,B,5,5,52,74,77,75,76,78,74,73,72,70,73,70,72,70,59,74,58,61,60,77,78,72,73,75,50,74,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,1,1,1,1,20,78,South Africa,3,0,1,-2,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Padova,23
2020,Faubert,F A U B E R T,0,0,0,1,0,0,1,1,0,0,0,0,8,180,R,R,6,5,77,65,80,80,85,83,67,84,74,80,71,71,75,74,73,85,76,64,68,75,85,80,70,65,50,77,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,23,75,France,2,2,29,4,3,4,2,2,2,0,2,0,0,3,N,None,0,0,Bordeaux,19
2021,M'bodji,M   B O D J I,0,0,0,0,0,0,0,0,0,0,0,1,12,177,R,B,5,5,75,40,74,80,82,80,78,78,74,78,71,67,66,67,75,77,77,61,60,77,78,76,81,69,50,68,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,69,France,4,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,,0
2022,Bale,B  A  L  E,0,0,0,1,0,0,0,0,0,0,0,0,10,180,L,L,4,4,90,45,99,88,96,95,99,99,88,92,69,66,99,99,86,90,99,99,99,66,74,86,64,70,50,69,7,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,A,2,1,1,1,22,74,Wales,1,0,1,-4,-1,-1,-2,-2,-2,-1,-4,-3,-3,-4,R,White,6,0,Tottenham Hotspur,2
2023,Sankhare,SANKHARE,0,0,1,1,1,0,0,0,0,0,0,0,5,184,L,B,5,5,99,99,80,99,85,87,99,99,99,99,99,99,75,68,60,83,64,55,59,77,80,70,60,63,50,64,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,18,76,France,4,0,1,-1,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Pescara,4
2024,Timm,T  I  M  M,0,0,0,0,0,0,0,0,0,1,1,0,10,180,L,B,5,5,82,40,82,80,80,78,76,79,67,65,68,72,75,73,79,79,72,70,71,75,75,75,74,67,50,75,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,2,1,1,27,72,Germany,1,2,55,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Corinthians,34
2025,Bettiol,B E T T I O L,0,0,0,0,0,0,0,0,0,0,0,1,12,180,R,B,5,5,75,35,76,79,76,75,75,74,73,73,70,70,66,67,72,78,73,64,57,73,75,75,75,67,50,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,79,France,1,0,346,-2,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,5,39
2026,Carrasso,CARRASSO,1,0,0,0,0,0,0,0,0,0,0,0,0,192,R,B,4,4,46,84,83,60,61,64,84,76,45,53,54,54,58,60,42,74,40,40,37,48,82,55,59,68,84,62,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,85,France,1,2,3,-6,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Foggia,1
2027,Kleberson,KLEBERSON,0,0,0,0,1,0,0,1,1,0,0,0,9,175,R,R,6,6,73,64,70,85,81,80,77,82,81,84,83,80,82,76,67,80,67,73,75,70,77,85,70,64,50,80,7,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,A,1,1,1,1,27,64,Brazil,4,0,1,-1,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Hajduk Spalato,3
2028,Leyti N'Diaye,LEYTI N DIAYE,0,0,0,1,0,0,0,0,0,0,0,0,4,188,R,B,5,5,63,64,82,75,70,76,67,75,72,75,73,70,71,71,59,78,65,58,55,70,79,75,66,58,50,59,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,84,Senegal,4,0,1,-1,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Foggia,14
2029,Beye,B  E  Y  E,0,0,1,1,0,0,0,0,0,0,0,0,4,182,R,R,5,5,68,78,84,84,80,75,70,78,70,75,70,68,76,72,63,74,68,69,60,78,86,75,69,79,50,80,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,A,1,1,1,1,29,79,Senegal,3,2,55,-1,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Strasburgo,32
2030,Taravel,T A R A V E L,0,0,0,1,0,0,0,0,0,0,0,0,4,184,L,L,3,3,56,61,63,68,70,67,66,68,64,63,61,61,63,64,54,66,58,50,59,57,63,64,64,68,50,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,19,75,France,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Como,4
2031,Cana,C  A  N  A,0,0,1,0,1,0,0,0,0,0,0,0,5,186,R,B,5,6,70,75,85,90,76,75,73,80,77,70,78,79,76,73,69,80,74,70,65,65,74,75,72,80,50,75,5,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,77,Albania,2,2,160,-5,0,0,0,0,0,0,0,0,0,0,R,White,0,0,Foggia,19
2032,Bamogo,B A M O G O,0,0,0,0,0,0,0,1,0,1,1,1,11,176,R,B,6,6,83,35,76,76,84,82,76,80,86,82,75,69,69,71,77,80,79,78,80,75,83,81,83,72,50,70,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,72,France,4,0,13,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Montpellier,23
2033,Pagis,P  A  G  I  S,0,0,0,0,0,0,0,0,0,0,1,1,12,181,R,B,6,5,85,52,75,82,82,82,81,82,78,80,72,69,69,68,84,80,80,70,65,76,77,80,78,70,50,75,6,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,2,1,34,82,France,1,2,101,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Piacenza,9
2034,Niang,N  I  A  N  G,0,0,0,0,0,0,0,0,0,0,0,1,12,178,R,B,5,5,84,35,83,73,86,80,74,87,81,81,69,64,66,68,77,88,83,68,58,84,78,83,72,70,50,70,5,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,27,80,Senegal,4,2,39,-2,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Foggia,11
2035,Hamel,H  A  M  E  L,1,0,0,0,0,0,0,0,0,0,0,0,0,182,R,B,4,4,30,79,82,60,64,69,83,70,62,65,58,62,68,63,49,78,65,40,39,48,80,53,83,72,78,67,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,30,73,France,1,0,1,0,0,0,1,1,0,0,0,-1,-2,2,N,None,0,0,Foggia,16
2036,Cantareil,CANTAREIL,0,0,0,1,0,1,0,0,0,0,0,0,4,178,L,L,4,4,66,66,73,80,72,73,69,67,70,69,70,67,75,70,65,72,68,60,60,69,75,72,62,73,50,70,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,70,France,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Cremonese,8
2037,Leo,L    E    O,0,0,0,1,0,0,0,0,0,0,0,0,4,182,R,R,5,5,60,63,71,80,78,78,68,78,78,80,70,73,72,74,60,72,62,61,65,67,76,77,79,55,50,68,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,72,Brazil,3,0,49,-3,-2,0,1,1,2,0,1,1,0,-1,N,None,0,0,,0
2038,Mame N'Diaye,M. N DIAYE,0,0,0,0,0,0,0,1,0,0,0,0,8,178,L,L,2,2,74,40,70,76,78,83,73,78,76,78,66,65,66,70,69,75,75,61,63,68,79,74,73,63,50,60,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,68,Senegal,4,0,41,0,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Foggia,25
2039,Valbuena,VALBUENA,0,0,0,0,0,0,0,0,1,0,0,0,9,167,R,B,5,5,78,50,69,77,87,84,72,80,82,80,72,65,73,65,76,77,78,64,71,64,70,84,70,65,50,74,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,58,France,1,2,165,4,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Foggia,28
2040,Ekobo,E  K  O  B  O,0,0,1,0,1,0,0,0,0,0,0,0,3,182,R,R,5,5,56,72,82,80,71,75,73,67,64,66,66,74,76,72,62,67,49,49,50,73,78,67,60,52,50,61,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,84,Cameroon,4,0,10,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Padova,15
2041,Luyindula,LUYINDULA,0,0,0,0,0,0,0,0,0,0,1,1,11,178,R,B,6,6,85,99,82,99,92,94,87,99,99,75,80,72,70,99,79,99,99,70,65,80,81,84,76,76,50,76,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,4,1,2,1,27,72,France,4,2,42,-2,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Pescara,19
2042,Trezeguet,TREZEGUET,0,0,0,0,0,0,0,0,0,0,1,1,12,190,R,B,6,5,95,50,87,80,76,76,92,72,74,70,70,68,62,62,96,90,91,60,70,91,89,78,80,91,50,76,7,6,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,B,1,1,1,1,29,80,France,3,2,42,-1,-2,0,0,1,1,1,2,1,1,2,N,None,9,0,Juventus,17
2043,Maoulida,M A O U L I D A,0,0,0,0,0,0,0,0,0,0,0,1,12,184,R,R,6,6,83,44,73,79,84,83,82,82,75,78,68,72,66,73,76,80,79,66,68,78,82,79,80,72,50,74,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,27,80,France,3,2,19,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Ascoli,9
2044,Schmeichel K.,SCHMEICHEL K.,1,0,0,0,0,0,0,0,0,0,0,0,0,180,R,B,5,5,36,85,82,60,64,67,94,68,47,45,48,45,50,53,39,79,38,43,45,97,79,56,62,66,97,68,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,21,75,Denmark,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Leicester City,8
2045,Kolarov,K O L A R O V,0,0,0,1,0,1,0,0,0,0,0,0,4,187,L,L,5,5,80,84,81,92,86,84,82,76,79,73,80,74,83,82,72,95,73,91,90,74,76,80,80,80,50,82,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,22,79,Serbia and Montenegro,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Lazio,4
2046,C. Jones,C .   J O N E S,0,0,0,0,0,0,0,1,1,0,0,1,8,170,R,B,7,6,77,60,70,74,76,79,63,79,78,78,76,75,83,83,76,79,72,76,79,59,58,71,71,72,50,73,7,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,1,1,1,1,36,75,United States,3,0,1,7,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Real Sociedad,6
2047,Etuhu,E T U H U,0,0,0,0,0,0,1,0,0,0,0,0,7,188,R,B,5,5,65,60,78,82,80,72,63,81,71,71,67,66,66,68,66,74,68,57,75,74,81,74,73,70,50,70,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,82,Nigeria,3,0,5,-6,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Fulham,7
2048,Roma,R  O  M  A,1,0,0,0,0,0,0,0,0,0,0,0,0,192,R,B,5,5,40,88,86,73,65,71,90,70,55,58,61,60,64,67,57,70,72,54,48,65,83,55,62,72,86,72,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,1,1,1,1,32,87,Italy,1,2,2,3,0,0,1,1,0,0,0,-1,-2,2,N,None,0,0,Monaco,15
2049,Monsoreau,MONSOREAU,0,0,1,1,0,0,0,0,0,0,0,0,3,186,L,L,4,4,66,79,81,84,79,77,73,82,76,74,71,72,76,75,66,78,66,65,65,71,83,76,71,71,50,73,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,A,1,1,1,1,25,80,France,3,2,11,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Strasburgo,26
2050,Modesto F.,MODESTO F.,0,0,1,1,1,1,0,0,0,0,0,0,4,183,R,R,5,5,55,78,77,83,79,78,75,80,69,71,72,70,67,70,67,75,68,68,70,72,79,68,65,74,50,74,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,A,1,1,1,1,28,76,France,1,2,150,0,-2,0,1,1,2,0,1,1,0,-1,N,None,0,0,Monaco,25
2051,Bernardi,BERNARDI,0,0,0,0,1,0,1,0,0,0,0,0,5,171,R,B,5,5,60,72,83,86,70,72,79,76,73,69,78,71,68,70,70,76,71,72,66,70,74,77,65,76,50,78,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,29,68,Argentina,1,0,1,0,0,0,0,0,0,0,0,0,0,0,L,White,0,0,Monaco,10
2052,Mandanda,M A N D A N D A,1,0,0,0,0,0,0,0,0,0,0,0,0,185,R,R,3,3,42,84,85,67,63,69,78,70,44,54,48,49,54,52,45,66,54,51,42,52,87,47,70,65,83,72,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,1,1,1,1,22,89,France,4,0,44,7,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Foggia,30
2053,Rakitic,R A K I T I C,0,0,0,0,0,0,0,1,1,0,0,0,8,184,R,B,5,5,72,67,79,79,81,76,68,69,73,70,69,75,71,75,62,78,66,75,60,72,73,75,67,69,50,67,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,18,72,Croatia,1,0,1,0,0,2,0,0,1,2,0,2,2,-1,N,None,0,0,Internacional,10
2054,0 DIVIDER 0,  DIVIDER  ,1,0,0,0,0,0,0,0,0,0,0,0,0,194,R,B,4,4,35,85,78,65,55,57,85,74,45,44,48,47,53,65,32,80,33,31,30,40,78,50,56,72,88,73,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,32,96,Free Nationality,3,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Catania,17
2055,B. Jokic,B. JOKIC,0,0,0,1,0,0,0,0,0,0,0,0,4,176,L,L,4,4,66,66,77,80,75,74,70,72,69,69,69,65,71,68,57,76,60,60,64,67,75,74,62,67,50,70,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,21,75,Slovenia,1,0,1,-5,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Sassuolo,14
2056,Genest,G E N E S T,0,0,0,0,0,0,0,0,1,0,1,1,9,173,R,B,5,5,75,47,74,76,79,78,76,77,76,76,70,67,69,69,76,76,76,64,62,64,74,77,75,70,50,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,19,64,France,1,0,1,-4,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Ascoli,20
2057,Dos Santos,DOS SANTOS,0,0,0,1,0,1,0,0,0,0,0,0,6,179,L,L,6,6,70,60,70,88,84,82,68,78,70,82,69,68,73,76,62,82,65,64,71,73,78,71,71,71,50,70,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,A,1,1,1,1,32,76,Cape Verde,3,0,1,1,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Padova,3
2058,0 DIVIDER 0,  DIVIDER  ,0,0,0,0,0,0,0,1,0,0,0,0,8,178,R,R,5,5,67,43,74,78,79,77,70,74,74,73,70,68,70,72,60,74,63,60,65,63,72,74,70,65,50,64,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,18,73,Free Nationality,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Stella Rossa,31
2059,Pastore,PASTORE,0,0,0,0,0,0,0,1,1,0,1,0,9,187,L,L,5,5,88,42,80,79,78,80,88,87,94,90,89,78,79,75,85,79,88,72,75,64,69,93,71,83,50,85,5,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,1,1,1,1,21,78,Argentina,4,0,1,-4,2,2,0,0,0,0,0,0,0,0,N,None,0,0,Palermo,23
2060,Meriem,M E R I E M,0,0,0,0,0,0,1,1,1,0,0,0,7,174,R,L,7,7,80,55,73,83,79,75,70,80,83,77,83,79,84,70,73,79,79,84,85,68,72,88,76,71,50,77,4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,3,1,1,1,27,70,France,2,2,48,-2,0,0,0,0,0,0,0,0,0,0,L,White,0,0,Bordeaux,9
2061,Grax,G  R  A  X,0,0,0,0,0,0,0,0,0,0,0,1,12,180,R,B,6,6,83,47,76,80,77,80,74,78,75,75,70,70,65,65,81,75,76,66,68,76,70,82,83,63,50,73,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,3,3,1,1,22,76,France,1,2,111,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Sassuolo,4
2062,Kallon,K A L L O N,0,0,0,0,0,0,0,0,1,0,1,1,12,179,R,B,5,5,78,52,73,87,82,81,83,85,75,83,78,75,70,74,77,80,85,77,70,76,82,86,75,66,50,76,5,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,27,71,Sierra Leone,4,0,43,-2,0,0,1,1,0,0,0,-1,-2,2,L,Red,0,0,Reggina,28
2063,Menez,M  E  N  E  Z,0,0,0,0,0,0,0,0,0,0,1,0,11,178,R,R,4,4,73,28,70,76,84,83,75,78,75,75,68,62,69,62,75,78,78,58,57,70,75,80,73,67,50,68,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,19,75,France,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,,0
2064,Nimani,N I M A N I,0,0,0,0,0,0,0,0,0,0,0,1,12,190,R,B,5,5,70,38,83,74,74,69,73,73,74,67,72,64,63,67,69,75,70,63,56,79,74,75,72,65,50,65,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,18,85,France,4,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Cremonese,10
2065,Bracigliano,BRACIGLIANO,1,0,0,0,0,0,0,0,0,0,0,0,0,183,R,B,4,4,44,80,78,61,68,67,83,71,41,56,50,45,51,60,38,76,37,38,38,40,84,49,60,63,82,70,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,80,France,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Messina,1
2066,Diakhatï¿½,DIAKHATE,0,0,1,0,0,0,0,0,0,0,0,0,3,184,R,B,5,5,64,75,81,84,79,75,74,78,66,70,61,65,66,68,66,80,68,56,50,75,82,75,60,75,50,77,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,1,1,1,1,22,78,Senegal,4,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Shakhtar Donetsk,12
2067,Puygrenier,PUYGRENIER,0,0,1,1,0,0,0,0,0,0,0,0,3,187,R,R,5,5,63,77,82,78,75,72,69,72,70,77,69,73,71,75,65,85,70,75,70,77,81,69,70,71,50,75,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,3,1,1,1,24,88,France,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Messina,28
2068,Chrï¿½tien,CHRETIEN,0,0,1,1,0,0,0,0,0,0,0,0,4,179,R,R,5,5,69,69,75,82,75,75,80,74,74,73,75,72,75,73,67,76,70,68,65,73,78,76,65,67,50,76,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,68,France,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Messina,20
2069,Biancalani,BIANCALANI,0,0,0,1,0,0,0,1,0,0,0,0,4,182,L,L,5,5,68,68,78,78,78,76,71,74,76,75,73,72,75,73,65,75,70,66,65,72,79,77,65,67,50,74,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,32,76,France,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Messina,8
2070,Berenguer,BERENGUER,0,0,0,0,1,0,0,0,0,0,0,0,5,178,L,B,5,5,70,70,70,80,77,78,75,76,72,72,75,73,78,70,67,78,72,74,75,68,72,84,66,65,50,77,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,3,1,1,1,25,75,France,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Messina,6
2071,N'Guemo,N G U E M O,0,0,0,0,0,0,1,0,1,0,0,0,7,173,R,B,5,6,66,66,73,79,82,80,67,76,75,76,75,74,75,74,62,78,67,65,68,72,76,76,73,67,50,73,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,70,Cameroon,4,0,1,4,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Messina,26
2072,Duchemin,DUCHEMIN,0,0,0,0,0,0,0,1,0,0,0,0,8,177,R,R,5,5,68,66,80,77,74,75,75,72,75,71,75,70,74,74,66,80,68,60,68,73,74,75,63,69,50,69,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,76,France,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Messina,7
